reference_split,comparison_split,feature,channel,statistic,reference_mean,comparison_mean,standardized_mean_difference,population_stability_index,jensen_shannon_divergence,model_importance,importance_weighted_smd
train,validation,b03_2022__min,b03_2022,min,0.7251445651054382,0.7050394415855408,0.20791591703891754,0.13238942951421082,0.02322903978749209,0.004488769199125,0.0009332865644121217
train,validation,b08_2022__p10,b08_2022,p10,-0.41583016514778137,-0.4234435558319092,0.18223898112773895,0.340241069024964,0.055638081795348314,0.0047868500419018,0.0008723506744474586
train,validation,b03_2018__p25,b03_2018,p25,0.11708912253379822,0.11674302816390991,0.25389915704727173,0.5252035675725053,0.08904891684402433,0.003380717048555,0.0008583612088434549
train,validation,b03_2018__max,b03_2018,max,0.13813358545303345,0.1395617127418518,0.0754242092370987,0.04908179978375407,0.008808864527652506,0.0113753033086488,0.0008579732568869882
train,validation,b04_2022__mean,b04_2022,mean,0.513060450553894,0.5096839666366577,0.17315182089805603,0.18160096193601916,0.03230987235598193,0.0049072931147475,0.0008497067384990226
train,validation,b04_2018__p25,b04_2018,p25,0.12923797965049744,0.12869589030742645,0.29510533809661865,0.1914108011351044,0.033288072300693444,0.0028054788866399,0.000827911795364793
train,validation,b03_2022__std,b03_2022,std,0.022427214309573174,0.024068109691143036,0.177651509642601,0.22681312019512537,0.039099292463200416,0.0045029585171065,0.0007999573784219777
train,validation,b08_2022__p25,b08_2022,p25,-0.3808317184448242,-0.38448208570480347,0.13715964555740356,0.7374154845689915,0.12338363039059004,0.0057626330714227,0.0007904007095537093
train,validation,b04_2022__p10,b04_2022,p10,0.4524475932121277,0.4424838423728943,0.2232242226600647,0.2504525908897449,0.04428727883076722,0.0034971311600774,0.0007806443847485679
train,validation,b08_2018__p25,b08_2018,p25,0.11612191051244736,0.11580190807580948,0.21877051889896393,0.35716038155921465,0.061664482499412865,0.0035168610628782,0.0007693855196214257
train,validation,b03_2022__p10,b03_2022,p10,0.8403503894805908,0.8378082513809204,0.1771203726530075,0.1363717943315966,0.02324118480350857,0.0041249146911384,0.0007306064272562989
train,validation,b04_2022__p25,b04_2022,p25,0.4874062240123749,0.4822143018245697,0.19445429742336273,0.1219879040378707,0.021766137657987607,0.0034197675986623,0.0006649885057490579
train,validation,b03_2022__p25,b03_2022,p25,0.8570337295532227,0.8552731871604919,0.17424021661281586,0.13318363538022374,0.02266570490859309,0.0036140262707098,0.0006297087202528826
train,validation,b08_2022__mean,b08_2022,mean,-0.3538043797016144,-0.3556993305683136,0.08851999044418335,0.8492733923051479,0.14366404372064417,0.0066609903354738,0.0005896308008449384
train,validation,b03_2022__mean,b03_2022,mean,0.866864800453186,0.8653832077980042,0.14681249856948853,0.16701712911596805,0.028185974060735565,0.0040031203270633,0.0005877080972904712
train,validation,b02_2022__median,b02_2022,median,0.3752148747444153,0.3728324770927429,0.1528899222612381,0.14108023430425556,0.025128166627334525,0.0034916797332427,0.000533842642976617
train,validation,b03_2018__median,b03_2018,median,0.11921970546245575,0.11897338926792145,0.1514410674571991,0.3460711370862959,0.05977678738871901,0.0035207563507211,0.0005331871000099162
train,validation,b03_2022__median,b03_2022,median,0.8705686926841736,0.8694653511047363,0.12153653800487518,0.17795674728362385,0.030376693936802233,0.003776838996037,0.0004590239361801455
train,validation,b03_2022__p75,b03_2022,p75,0.8814035654067993,0.8807807564735413,0.07048378884792328,0.2456868720816,0.04246673131802521,0.0057269492295788,0.000403657080240409
train,validation,b04_2018__mean,b04_2018,mean,0.13401885330677032,0.1337374448776245,0.07950890809297562,0.1531075826098625,0.02725408103483834,0.0049917154097516,0.00039688584174023007
train,validation,b04_2018__median,b04_2018,median,0.13363288342952728,0.13332435488700867,0.12329085171222687,0.14630047908838417,0.026061691043462218,0.0027816540011264,0.0003429524909675975
train,validation,b03_2018__mean,b03_2018,mean,0.11961231380701065,0.11943769454956055,0.06860355287790298,0.2935951570722687,0.051562163192132346,0.0049756453789066,0.00034134695085351254
train,validation,b08_2018__median,b08_2018,median,0.11834561079740524,0.11816465854644775,0.09521976113319397,0.3584440751028205,0.061731962282816376,0.0035555653789621,0.00033856008607822545
train,validation,b08_2018__mean,b08_2018,mean,0.11910779029130936,0.11893715709447861,0.04449528083205223,0.36316098326284946,0.06293848630980425,0.007274781671374,0.00032369345345965243
train,validation,b04_2018__p90,b04_2018,p90,0.14327622950077057,0.14348801970481873,0.022998249158263206,0.2941754884783203,0.050378990400822686,0.0131529958673697,0.0003024958761353746
train,validation,b03_2022__p90,b03_2022,p90,0.8898534774780273,0.889447033405304,0.04589635133743286,0.3260841492735463,0.05599348355743136,0.0065768939486614,0.00030185543537679973
train,validation,b03_2022__max,b03_2022,max,0.9138445258140564,0.9132827520370483,0.05410408601164818,0.41323148947611954,0.07041657220237654,0.0053486172407951,0.00028938204723936246
train,validation,b04_2022__median,b04_2022,median,0.5181166529655457,0.5166975259780884,0.08525899052619934,0.22050517955981846,0.038777298312286795,0.003382877482301,0.00028842071921479406
train,validation,b08_2022__median,b08_2022,median,-0.34961628913879395,-0.3501604497432709,0.027941828593611717,0.9287582129387101,0.15461167805039688,0.0072897255860757,0.00020368826282059292
train,validation,b02_2022__p90,b02_2022,p90,0.43894121050834656,0.4384441673755646,0.015942882746458054,0.18196480723542063,0.03223274176172252,0.0108220684695536,0.0001725349686842338
train,validation,b02_2018__p10,b02_2018,p10,0.21359148621559143,0.21421638131141663,0.04179341346025467,0.23991530819223295,0.042284143164349974,0.0038318351438013,0.00016014547047642214
train,validation,b02_2022__p75,b02_2022,p75,0.40771064162254333,0.406914621591568,0.0364033468067646,0.14542811975593276,0.025581652401180533,0.0041017474166126,0.00014931733372069923
train,validation,b03_2018__p90,b03_2018,p90,0.12445659935474396,0.12465992569923401,0.028315138071775436,0.16741524624295745,0.029491180059895622,0.0052694323246073,0.00014920470383113232
train,validation,b04_2022__p90,b04_2022,p90,0.5670185685157776,0.5672032237052917,0.008382542990148067,0.18854734472569262,0.03344208962366891,0.0137926273109999,0.000115617291381547
train,validation,b04_2018__p75,b04_2018,p75,0.13837715983390808,0.13824552297592163,0.027269776910543442,0.19106459139576173,0.033316285049218304,0.0041010768532419,0.00011183545088090012
train,validation,ndvi_2022__min,ndvi_2022,min,0.009242430329322815,0.009277270175516605,0.016154931858181953,0.7029572719942393,0.11577503420573926,0.0066132783044631,0.00010683706036779447
train,validation,b03_2018__p75,b03_2018,p75,0.12165302783250809,0.12157541513442993,0.023483458906412125,0.23306682844269172,0.04077170357133873,0.0039548568635307,9.287371863546513e-05
train,validation,ndvi_2018__min,ndvi_2018,min,0.016048651188611984,0.016092456877231598,0.012298906221985817,0.5217015567420635,0.0877079490605829,0.006890899707582,8.475052928866051e-05
train,validation,b08_2018__p90,b08_2018,p90,0.12488261610269547,0.12496373057365417,0.0070064617320895195,0.30406341745647286,0.05206502675173505,0.0086862465538857,6.085985407529462e-05
train,validation,b04_2022__p75,b04_2022,p75,0.5445142984390259,0.5444929003715515,0.0011881612008437514,0.19509228823871036,0.03445796026962025,0.0051094484468299,6.070848402234655e-06
train,validation,b08_2018__p75,b08_2018,p75,0.12111424654722214,0.12111940234899521,0.000988377258181572,0.3670803541204847,0.0634676193766169,0.004354634473082,4.304021680887742e-06
